Title 	 TargetName 	 SourceType 	 BkgTarget 	 EffExp [s] 	 RA 	 DEC 	 ASN 	 DataProblem 	 FileName 
MIRI EC Protostars Survey	Serpens SMM 1a	EXTENDED	False	599.412	277.4577487828376	1.2555204631431156	jw01290_20240702t102756_pool.csv	False	jw01290-o022_t018_miri
Ram Pressure Stripping in ESO 137-001	OUTER-TAIL-2	UNKNOWN	False	1465.2240000000004	243.3102720383207	-60.74417793024296	jw01178_20240629t223846_pool.csv	False	jw01178-o004_t020_miri
!!!CAR MIRI-015 (MRS): MIRI MRS Spectral Resolution and Dispersion!!!	NGC 6543	EXTENDED	False	765.912	269.63069142801174	66.60945580538073	jw01031_20240716t181734_pool.csv	False	jw01031-o004_t015_miri
!!!MIRI Spectroscopic Observations of Brown Dwarfs!!!	WISE J173835.53+273259.0	POINT	False	1831.524	264.6493474450684	27.548481632296767	jw01278_20240701t190308_pool.csv	False	jw01278-o040_t003_miri
!!!MIRI EC Protostars Survey!!!	Dark-G31	EXTENDED	True	599.406	281.88493942239074	-1.2289625728220681	jw01290_20240702t102756_pool.csv	False	jw01290-o026_t027_miri
Ram Pressure Stripping in ESO 137-001		EXTENDED	False	732.612	243.30123530913195	-60.751484190207236	jw01178_20240629t223846_pool.csv	False	jw01178-o005_t010_miri
!!!MIRI EC Protoplanetary and Debris Disks Survey!!!	CY-Tau	POINT	False	3696.348	64.3905789351197	28.346191403544083	jw01282_20241001t050842_pool.csv	False	jw01282-o002_t008_miri
!!!MIRI EC Protoplanetary and Debris Disks Survey!!!	WA-Oph6	POINT	False	1831.524	252.19001503281925	-14.276750848691139	jw01282_20241001t050842_pool.csv	False	jw01282-o017_t022_miri
!!!Mapping inclined disk astrochemical signatures (MIDAS)!!!	2MASS J04202144+2813491_sky	EXTENDED	True	9890.424	65.08002013474724	28.23718670859057	jw01751_20240705t072749_pool.csv	False	jw01751-o015_t009_miri
NIRSpec+MIRI IFU Observations of Arp220	Arp220-Nuc	UNKNOWN	False	3363.348	233.7385397056329	23.50319283413531	jw01267_20240701t145949_pool.csv	False	jw01267-o003_t002_miri
!!!NIRCam Y-Dwarfs!!!		POINT	False	2997.042	74.72625097128838	64.58235177903788	jw01189_20240930t231133_pool.csv	False	jw01189-o015_t002_miri
MIRI EC Protostars Survey	[EC89] SVS 4-5	EXTENDED	False	1814.874	277.49006515855314	1.2167450711760741	jw01290_20240702t102756_pool.csv	False	jw01290-o017_t038_miri
!!!NIRSpec & MIRI Integral-Field Spectroscopy of the Galactic Center!!!	MIRI-GC-BCKGR-1	UNKNOWN	True	782.562	266.440100024928	-29.02172461701133	jw01266_20240701t145252_pool.csv	False	jw01266-o004_t004_miri
LMC-N79: Study of Most Massive Young Stellar Object Star Forming Region	2MASS J04485448-6909474	UNKNOWN	False	899.1120000000002	72.2270938632139	-69.16325063112058	jw01235_20240905t172010_pool.csv	False	jw01235-o005_t007_miri
MIRI EC Protostars Survey	IRAS 04365+2535	EXTENDED	False	649.362	69.89661571997837	25.695903195934346	jw01290_20240702t102756_pool.csv	False	jw01290-o014_t016_miri
MIRI MRS PSF Characterization and Spatial Resolution	IRAS 05248-7007	UNKNOWN	False	2997.048	81.08633914385487	-70.08385642785873	jw01049_20240717t040941_pool.csv	False	jw01049-o001_t001_miri
!!!MIRI EC Protoplanetary and Debris Disks Survey!!!	WX-Cha.BG	EXTENDED	True	907.4369999999999	167.52038853442878	-77.61935762899047	jw01282_20241001t050842_pool.csv	False	jw01282-o082_t064_miri
Sparse Spectral Mapping of NGC 1514	NGC 1514	EXTENDED	False	715.962	62.310988348361036	30.751073419000214	jw01238_20240701t040247_pool.csv	False	jw01238-o019_t015_miri
!!!Uranus!!!	URANUS	EXTENDED	False	1798.2240000000004	42.318827113231144	15.909169910184472	jw01248_20240701t054804_pool.csv	False	jw01248-o005_t001_miri
!!!MIRI EC Protoplanetary and Debris Disks Survey!!!	BP-Tau	POINT	False	1831.524	64.81601849464404	29.10733165632465	jw01282_20241001t050842_pool.csv	False	jw01282-o012_t017_miri
Sparse Spectral Mapping of NGC 1514	NGC 1514	EXTENDED	False	715.962	62.34675111155856	30.787873164199627	jw01238_20240701t040247_pool.csv	False	jw01238-o015_t013_miri
